,tweet_id,tweet,sentiment,tweet_ts
2613,173,attention  sxsw ers       rumored pop up temporary apple store for all your  sxsw ipad 2 launch needs ,2,attent sxsw er rumor pop up temporari appl store for all your sxsw ipad 2 launch need
2614,1217,so talked to a googler   she said no   no new products at  sxsw  but did point me at google social search  ,1,so talk to a googler she said no no new product at sxsw but did point me at googl social search
2615,2291,  brian   actually austin doesnt have an apple store but there is a rumor they built a pop up one    for  sxsw,1,brian actual austin doesnt have an appl store but there is a rumor they built a pop up one for sxsw
2616,8820,this  sxsw i am grateful for  my bicycle  having a back up twitter app  cursing  losing an hour of zzzs  iphone battery life ,0,thi sxsw i am grate for my bicycl have a back up twitter app curs lose an hour of zzz iphon batteri life
2617,7004,fuck  iphone crapped out  will not charge at all  says it is charging  but at 5  after all night  what are my options in austin   sxsw,0,fuck iphon crap out will not charg at all say it is charg but at 5 after all night what are my option in austin sxsw
2618,6226,    just won an ipad 2 at  sxsw thanks to    fxsw,2,just won an ipad 2 at sxsw thank to fxsw
2619,620,oh lordy  here we go    rt   what time does the  apple store at  sxsw open  pulling the  ipad2 trigger ,2,oh lordi here we go rt what time doe the appl store at sxsw open pull the ipad2 trigger
2620,7176,finally got my  sxsw schedule on my  google calendar   coudbeeasier,3,final got my sxsw schedul on my googl calendar coudbeeasi
2621,6265,    lonely planet releases free austin city guide iphone app for  sxsw  like there arent enough apps cluttering up your handset ,0,lone planet releas free austin citi guid iphon app for sxsw like there arent enough app clutter up your handset
2622,2251,apple grabbed the tablet mindshare at  sxsw but rim owns one of the most popular events   foodspotting       ,1,appl grab the tablet mindshar at sxsw but rim own one of the most popular event foodspot
2623,186,currently 150 people in line at the  pop up apple store   sxsw,1,current 150 peopl in line at the pop up appl store sxsw
2624,3152,showing off an ipad 2 at  sxsw is pretty much like showing off a puppy anywhere else  gets the same fawning attention  and no  i dont ha    ,2,show off an ipad 2 at sxsw is pretti much like show off a puppi anywher els get the same fawn attent and no i dont ha
2625,836,it smells like cheese sticks  rt    she  the ipad dj working the etsy party    realtalk  sxsw,1,it smell like chees stick rt she the ipad dj work the etsi parti realtalk sxsw
2626,3682,how to    win    sxsw  hint     it   s the same answer every year    billmurray  howto  iphone  sxsw  takingback,1,how to win sxsw hint it s the same answer everi year billmurray howto iphon sxsw takingback
2627,394,remember  chime in with tweets about your  nasatweetup experience between     3pm central time for  sxsw session    ,1,rememb chime in with tweet about your nasatweetup experi between 3pm central time for sxsw session
2628,134, samsung   sony follow  apple   hp lead      austin  atx  sxsw  via    rg,1,samsung soni follow appl hp lead austin atx sxsw via rg
2629,5731,    following the bing google seo session  qagb at  sxsw and my buddy    seo,1,follow the bing googl seo session qagb at sxsw and my buddi seo
2630,4042,new social network may launch 2day   google to launch major new social network called circles  possibly today    sxsw   ,2,new social network may launch 2day googl to launch major new social network call circl possibl today sxsw
2631,5874,    google to launch major new social network called circles  possibly today     sxswi  sxsw   sounds fabulous ,2,googl to launch major new social network call circl possibl today sxswi sxsw sound fabul
2632,2918, apple opening pop up store in austin for  sxsw geekfest  apple   our brian lam  and the     ,1,appl open pop up store in austin for sxsw geekfest appl our brian lam and the
2633,6286,    man  google  should  launch circles at  sxsw  talk about striking while the iron is hot       ,2,man googl should launch circl at sxsw talk about strike while the iron is hot
2634,2229,marissa mayer  google maps should have better customer service  quicker responses   sxsw  fh,0,marissa mayer googl map should have better custom servic quicker respons sxsw fh
2635,7239,checking out poked  liked   re tweeted  a google love story at sxsw    sxsw  sxsw15  sxswic,1,check out poke like re tweet a googl love stori at sxsw sxsw sxsw15 sxswic
2636,8188,what    rt   google to launch major new social network called circles  possibly today    sxsw,1,what rt googl to launch major new social network call circl possibl today sxsw
2637,6273,    looks like google is publicly denying that  circles  will be presented at  sxsw today ,1,look like googl is publicli deni that circl will be present at sxsw today
2638,5812,    google circles will be            sxsw,1,googl circl will be sxsw
2639,5046,      only 9   sxsw right brain  mwrc11 left brain      rt     at  sxsw 9 out of 10 attendees have mac or ipad,2,onli 9 sxsw right brain mwrc11 left brain rt at sxsw 9 out of 10 attende have mac or ipad
2640,6443,    perfect  sxsw iphone app home screen organization     i like it ,2,perfect sxsw iphon app home screen organ i like it
2641,6353,    new  ubersocial for  iphone now in the app store includes uberguide to  sxsw sponsored by  mashable  ,2,new ubersoci for iphon now in the app store includ uberguid to sxsw sponsor by mashabl
2642,8982,in case my fairy god mother   reading mail  my     g wish this week is 2 go 2  sxsw     for the  android     dev     meetup    hilton  sat   ,1,in case my fairi god mother read mail my g wish thi week is 2 go 2 sxsw for the android dev meetup hilton sat
2643,499,     find out if you are stupid with our stupid game for you  ipad currently on special  sxsw sale   ,1,find out if you are stupid with our stupid game for you ipad current on special sxsw sale
2644,7623,apple store had wifi 64 gig ipad 2  only   sxsw,1,appl store had wifi 64 gig ipad 2 onli sxsw
2645,7343,iphone  ipad  mac oh my   agchat  sxsw,2,iphon ipad mac oh my agchat sxsw
2646,4783,nice    just told me   was just used as a brief case study in ipad design paradigms panel at  sxsw ,2,nice just told me wa just use as a brief case studi in ipad design paradigm panel at sxsw
2647,5596,    cant be at  sxsw  download their free music mix on itunes   cc   ,1,cant be at sxsw download their free music mix on itun cc
2648,924,there are no hard feelings towards google    says they would make a great partner   checkins  sxsw  pnid,2,there are no hard feel toward googl say they would make a great partner checkin sxsw pnid
2649,1652,dealing w    white freeze screen far too much  while at  sxsw everyone has an iphone   making conversion a possibility  efficient,2,deal w white freez screen far too much while at sxsw everyon ha an iphon make convers a possibl effici
2650,4674,apple opening up temporary store in downtown austin for  sxsw and the ipad 2 launch  ,2,appl open up temporari store in downtown austin for sxsw and the ipad 2 launch
2651,8999,brought my lunch and took train to  sxsw the last two days  have i earned an ipad   frugality,1,brought my lunch and took train to sxsw the last two day have i earn an ipad frugal
2652,2979,google smentisce novit   in arrivo rt   we re not launching any products at  sxsw but we re doing plenty else  ,1,googl smentisc novit in arrivo rt we re not launch ani product at sxsw but we re do plenti els
2653,7093,apple is opening a temporary store in downtown austin for march 11 to accommodate  sxsw attendees  god they are so fucking smart ,2,appl is open a temporari store in downtown austin for march 11 to accommod sxsw attende god they are so fuck smart
2654,7535,we set our flatulence to wake ourselves up  you might need a bit more help   wakeuplaughing    epictweets  sxsw,1,we set our flatul to wake ourselv up you might need a bit more help wakeuplaugh epictweet sxsw
2655,6947,    win an  openbeta6 ipad   this  sxsw panel    today   11   usguys cc     dgtltribe  sxswbuffalo,3,win an openbeta6 ipad thi sxsw panel today 11 usguy cc dgtltribe sxswbuffalo
2656,1888,double ipad dj full on across the sky  sxsw  tweethouse   ,1,doubl ipad dj full on across the sky sxsw tweethous
2657,2247,chrome web store  google calls it the html5 hot tub  sxsw  steamy  hot  nerds,2,chrome web store googl call it the html5 hot tub sxsw steami hot nerd
2658,2020,austinl fans  rt   head over to   by 1pm cst today to win vip access to my acoustic solo set at  sxsw tonight,1,austinl fan rt head over to by 1pm cst today to win vip access to my acoust solo set at sxsw tonight
2659,7418,pop up apple store still has a line around the block  sxsw,2,pop up appl store still ha a line around the block sxsw
2660,8142, sxsw  sxswi   is holding a secret show ft  mister heavenly michael cera at 5  free beer at 4  location   ,1,sxsw sxswi is hold a secret show ft mister heavenli michael cera at 5 free beer at 4 locat
2661,2952, sxsw    intrvw    schmidt  google ceo  told me  u r good at telling stories  go talk to lots of ppl  tell us what u hear ,1,sxsw intrvw schmidt googl ceo told me u r good at tell stori go talk to lot of ppl tell us what u hear
2662,7326, sxsw  tip10 make sure to bring your iphone charger with you  you can recharge while you are at a party   cnnsxsw  ,1,sxsw tip10 make sure to bring your iphon charger with you you can recharg while you are at a parti cnnsxsw
2663,878,great for meetings  haha   hollergram    sxsw,1,great for meet haha hollergram sxsw
2664,1319,if  apple werent so cocky  perhaps a separate ipad2 store at  sxsw would have been a good idea  guess they dont need the extra marketing  ,0,if appl werent so cocki perhap a separ ipad2 store at sxsw would have been a good idea guess they dont need the extra market
2665,1678,   apple is setting up a special temp store just for us at  sxsw in downtown  austin     ipad2  ,1,appl is set up a special temp store just for us at sxsw in downtown austin ipad2
2666,2499,ipad 2 update  online sales start at   pst   3am est on   11   2 day free shipping  fyi   sxsw   popup store downtown austin  apple,1,ipad 2 updat onlin sale start at pst 3am est on 11 2 day free ship fyi sxsw popup store downtown austin appl
2667,2078,i just heard that ipads are sold out  except for a few  at apple pop up store  sxsw true ,1,i just heard that ipad are sold out except for a few at appl pop up store sxsw true
2668,5434,    apple is opening up a temp store in austin for  sxsw   via    ipad2,1,appl is open up a temp store in austin for sxsw via ipad2
2669,6209,    just in time for  sxsw    has it  own nfc enabled google places door sticker    ,1,just in time for sxsw ha it own nfc enabl googl place door sticker
2670,5612,    check out the free sxsw sampler on itunes     sxsw,1,check out the free sxsw sampler on itun sxsw
2671,5167,     apple comes up with cool technology no one  ever heard of because they dont go to conferences   sxsw  pseudoretweet,2,appl come up with cool technolog no one ever heard of becaus they dont go to confer sxsw pseudoretweet
2672,6439,    per this rumor  google may preview its big social strategy    80s themed costume party at  sxsw  yep     cnet,1,per thi rumor googl may preview it big social strategi 80 theme costum parti at sxsw yep cnet
2673,3326,keynote  google  sxsw    austin convention center w  812 others   pic    ,1,keynot googl sxsw austin convent center w 812 other pic
2674,6542,    rt   google to launch a social network  circles  at  sxsw       who  excited ,2,rt googl to launch a social network circl at sxsw who excit
2675,4698,   it  not a rumor  apple is opening up a temporary store in downtown austin for  sxsw and the ipad 2 launch  ,1,it not a rumor appl is open up a temporari store in downtown austin for sxsw and the ipad 2 launch
2676,5028,      google to launch major new social network called circles  possibly today    sxsw,1,googl to launch major new social network call circl possibl today sxsw
2677,8860,the line was too long the other day    but i m just curious anyway  p  sxsw    apple store  sxsw w  4 others   ,1,the line wa too long the other day but i m just curiou anyway p sxsw appl store sxsw w 4 other
2678,7813,60  battery life on my iphone and the conference is only just starting  sxsw,1,60 batteri life on my iphon and the confer is onli just start sxsw
2679,6611,    rt   the day bank of america launched their iphone app they got 250k new customers  bankinnovation  sxsw,2,rt the day bank of america launch their iphon app they got 250k new custom bankinnov sxsw
2680,8973,google guy at  sxsw talk is explaining how he made realistic twitter bots as an experiment  gee  thanks for doing that ,0,googl guy at sxsw talk is explain how he made realist twitter bot as an experi gee thank for do that
2681,8792,really loving marissa mayer  presentation on mobile  google  sxsw,1,realli love marissa mayer present on mobil googl sxsw
2682,8399,  thank you for your insight during the  sxsw japan panels   have google translate in another tab to read some of them ,1,thank you for your insight dure the sxsw japan panel have googl translat in anoth tab to read some of them
2683,1791,the ipad 2 takes over  sxsw  video     via mashable,2,the ipad 2 take over sxsw video via mashabl
2684,7581,google circles social network     sxsw,1,googl circl social network sxsw
2685,6311,    meet the guy who bought the first ipad 2 at the  sxsw apple pop up store    by  ,1,meet the guy who bought the first ipad 2 at the sxsw appl pop up store by
2686,8618,any  startups need an  android developer for  sxsw ,1,ani startup need an android develop for sxsw
2687,1669, sxsw     the shape of city will expand contract with real time data    google developer encourages audience to google  mapping japan  ,1,sxsw the shape of citi will expand contract with real time data googl develop encourag audienc to googl map japan
2688,4190,google soll noch heute social network  google  circles starten     sxsw  via    ,1,googl soll noch heut social network googl circl starten sxsw via
2689,2791,   this really puts the whole  ipad release  and  sxsw in perspective  doesnt it ,1,thi realli put the whole ipad releas and sxsw in perspect doesnt it
2690,6340,    need a late night snack    discovered some filling options at sxswi recap day 3     sxsw  yum,1,need a late night snack discov some fill option at sxswi recap day 3 sxsw yum
2691,5465,    apple set to open popup shop in core of sxsw action    sxsw  apple  ipad  retail,1,appl set to open popup shop in core of sxsw action sxsw appl ipad retail
2692,469,before it even begins  apple wins  sxsw    by   for  ,2,befor it even begin appl win sxsw by for
2693,8645,highly doubt   will announce new social effort at  sxsw today   does not seem their style  but i greatly look forward to seeing it ,1,highli doubt will announc new social effort at sxsw today doe not seem their style but i greatli look forward to see it
2694,511,preparing for  sxsw talk about  google doodles with   it will be fun  friday  5pm   ,1,prepar for sxsw talk about googl doodl with it will be fun friday 5pm
2695,3429,  have they provided any stats on tablets  or by specific platform  iphone vs  android    sxsw  cnngrill,1,have they provid ani stat on tablet or by specif platform iphon vs android sxsw cnngrill
2696,1374,apple pop up at  sxsw   ordinance on the front line   admission is the first step to recovery   ,2,appl pop up at sxsw ordin on the front line admiss is the first step to recoveri
2697,4679,also  thanks to apple for releasing ios 4 3 just in time for  sxsw  installed it just before leaving home ,2,also thank to appl for releas io 4 3 just in time for sxsw instal it just befor leav home
2698,4106,will google reveal a new social network called circles      google  facebook  sxsw,1,will googl reveal a new social network call circl googl facebook sxsw
2699,7574,google circles could potentially be unveiled today at  sxsw  could google get  ocial  right this time  your opinion   ,1,googl circl could potenti be unveil today at sxsw could googl get ocial right thi time your opinion
2700,7488,google maps mobile route options saves users 2 yrs of time  every day   sxsw,2,googl map mobil rout option save user 2 yr of time everi day sxsw
2701,8760,genius move by apple to open a temp  store in downtown austin for  sxsw     via    ipad2,2,geniu move by appl to open a temp store in downtown austin for sxsw via ipad2
2702,5908,    google to launch major new social network called circles  possibly today at sxsw     sxsw  nfusion,1,googl to launch major new social network call circl possibl today at sxsw sxsw nfusion
2703,8533,congrats to   for getting to the next level in his fave ipad game pengairborne  dowtimebetweensessions  iamagameshater  sxsw,1,congrat to for get to the next level in hi fave ipad game pengairborn dowtimebetweensess iamagameshat sxsw
2704,1045,     rt   google to launch new social network called circles  possibly today    sxsw    reported on buzz ,1,rt googl to launch new social network call circl possibl today sxsw report on buzz
2705,1131,anyone at the     show have an iphone charger  need to tweet jokes about beards text ppl to make them jealous   sxsw,1,anyon at the show have an iphon charger need to tweet joke about beard text ppl to make them jealou sxsw
2706,3810,win free ipad 2 from webdoc com  sxsw rt,1,win free ipad 2 from webdoc com sxsw rt
2707,7591,google circles    sxsw  orly ,2,googl circl sxsw orli
2708,5507,    at  sxsw your iphone charger is your best friend ,2,at sxsw your iphon charger is your best friend
2709,69,check out         in line for their ipad 2 in austin  power to them   sxswi  sxsw   ,2,check out in line for their ipad 2 in austin power to them sxswi sxsw
2710,6416,    only  airline to be mentioned by guy kawasaki as delightful like apple  drumroll            congrats   sxsw,2,onli airlin to be mention by guy kawasaki as delight like appl drumrol congrat sxsw
2711,1721, sxswnui  sxsw laptop denotes work   ipad denotes fun,2,sxswnui sxsw laptop denot work ipad denot fun
2712,1203,i spotted three ipad 2  in just the first 10 minutes here  lots of ipad 1s  you would think you were at macworld   sxsw,1,i spot three ipad 2 in just the first 10 minut here lot of ipad 1s you would think you were at macworld sxsw
2713,14,great  sxsw ipad app from     ,2,great sxsw ipad app from
2714,6397,    official  sxsw app    sxsw go       android  iphone  ipad,1,offici sxsw app sxsw go android iphon ipad
2715,1889,    not a bad idea             edchat  musedchat  sxsw  sxswi  classical  newtwitter,1,not a bad idea edchat musedchat sxsw sxswi classic newtwitt
2716,8628,nice of  twitter to lwr boom on  api devs undr covr of  japan  tsunami  earthquake  sxsw  wisconsin  libya  ,1,nice of twitter to lwr boom on api dev undr covr of japan tsunami earthquak sxsw wisconsin libya
2717,7674,very interesting  rt   apple to open pop up shop at sxsw    sxsw  sxswi  popupshop  apple,2,veri interest rt appl to open pop up shop at sxsw sxsw sxswi popupshop appl
2718,8572,i m here too   rt    bettercloud  sxsw presenter   austin native john wiley happens to be chief engineer behind google search,1,i m here too rt bettercloud sxsw present austin nativ john wiley happen to be chief engin behind googl search
2719,559,gsd m google  sxsw party with   is blowing my mind  so much amazing food  drink  music    photo booth fun ,2,gsd m googl sxsw parti with is blow my mind so much amaz food drink music photo booth fun
2720,2616,fail whale artist   living through the ipad 2  sxsw  ,2,fail whale artist live through the ipad 2 sxsw
2721,5978,    heard about apple  pop up store in downtown austin  pics are already on gowalla     sxsw  pop pop  ,1,heard about appl pop up store in downtown austin pic are alreadi on gowalla sxsw pop pop
2722,1650,now  that  is customer service      apple opens temporary store near  sxsw   ,2,now that is custom servic appl open temporari store near sxsw
2723,6408,    on average google maps sees 40  of its users come from mobile devices  we are becoming more connected     sxsw  donline  dk,2,on averag googl map see 40 of it user come from mobil devic we are becom more connect sxsw donlin dk
2724,2368,it  official  an apple store has popped up at  sxsw   ,1,it offici an appl store ha pop up at sxsw
2725,4838,best photo booth so far at google  league of extraordinary h4ckers   sxsw   ,2,best photo booth so far at googl leagu of extraordinari h4cker sxsw
2726,3398,photo  ooh  a triple  macbook  ipad  and iphone simultaneously  sxsw  taken with instagram at hyatt regency     ,1,photo ooh a tripl macbook ipad and iphon simultan sxsw taken with instagram at hyatt regenc
2727,8505,well     apple is opening up a temporary store in downtown austin for  sxsw and the ipad 2 launch  ,2,well appl is open up a temporari store in downtown austin for sxsw and the ipad 2 launch
2728,4079,cant handle  sxsw traffic  rt   dear   your own app for iphone has sucked all day   crashing,0,cant handl sxsw traffic rt dear your own app for iphon ha suck all day crash
2729,5389,    android apps to survive sxsw       by    sxsw,1,android app to surviv sxsw by sxsw
2730,3005,i am desperate to charge my ipad as i lost my charger  does anyone know where i can connect to a charger   sxsw thanks   ,1,i am desper to charg my ipad as i lost my charger doe anyon know where i can connect to a charger sxsw thank
2731,6069,    i wonder if apple intentionally scheduled the  ipad2 release to coincide with  sxsw  steve jobs  you crafty genius  you   ,2,i wonder if appl intent schedul the ipad2 releas to coincid with sxsw steve job you crafti geniu you
2732,2337, sxsw  enchantment     do i get special treatment by apple  no  i m standing in line at apple store right with you  ,1,sxsw enchant do i get special treatment by appl no i m stand in line at appl store right with you
2733,5265,     sxsw   uxdes check out designing ipad interfaces   new navigation schemas at sxsw    ,1,sxsw uxd check out design ipad interfac new navig schema at sxsw
2734,4198,morning all  so will we be hearing about google circles today     sxsw,1,morn all so will we be hear about googl circl today sxsw
2735,2731,yay   love the ipad 2   perfectly portable for all of the travel we have been doing   thanks  sxsw pop up store ,2,yay love the ipad 2 perfectli portabl for all of the travel we have been do thank sxsw pop up store
2736,2442,google and bing page rank panel is ridiculously crowded  is al franken or justin timberlake here   sxsw  ,0,googl and bing page rank panel is ridicul crowd is al franken or justin timberlak here sxsw
2737,6483,    rt      to launch major new social network called  circles  possibly today     sxsw  smm   really google  now ,0,rt to launch major new social network call circl possibl today sxsw smm realli googl now
2738,4822,heading to  sxsw austin tx  staying with       long time mac developer  smartfriend tm   and developer of ipad app cha ,1,head to sxsw austin tx stay with long time mac develop smartfriend tm and develop of ipad app cha
2739,7307,juicing up my iphone  thanks chevy volt boothe   sxsw,1,juic up my iphon thank chevi volt booth sxsw
2740,8569,iphone autocorrects  sxsw  to  scar     foreshadowing   sxsw,1,iphon autocorrect sxsw to scar foreshadow sxsw
2741,5543,    badger   on angel news  sxsw     nice one  also we re giving away a free ipad 2      contest,1,badger on angel news sxsw nice one also we re give away a free ipad 2 contest
2742,1840,it  not a rumor  apple is opening up a temporary store in downtown austin for  sxsw and the ipad 2 launch  it      ,2,it not a rumor appl is open up a temporari store in downtown austin for sxsw and the ipad 2 launch it
2743,6411,only person on they plane without an ipad ii   sxsw,1,onli person on they plane without an ipad ii sxsw
2744,2388,  come by tomorrow to get your iphone case   zazzlesxsw  sxsw  zazzle  sxswi  ,1,come by tomorrow to get your iphon case zazzlesxsw sxsw zazzl sxswi
2745,6068,    i wish the apple store employees cheering for all the people in line at the pop up apple store would cheer me on while i do timesheets  sxsw,1,i wish the appl store employe cheer for all the peopl in line at the pop up appl store would cheer me on while i do timesheet sxsw
2746,3240,collecting value from the user who uses software   hardware  amazon  google  sxsw  timoreilly,1,collect valu from the user who use softwar hardwar amazon googl sxsw timoreilli
2747,4388,just got my hand on the ipad 2 at  sxsw  mixed feelings on the magnetic cover  but overall  a great improvemnt ,2,just got my hand on the ipad 2 at sxsw mix feel on the magnet cover but overal a great improvemnt
2748,6354,    new  ubersocial for  iphone now in the app store includes uberguide to  sxsw sponsored by  mashable     joepieee,1,new ubersoci for iphon now in the app store includ uberguid to sxsw sponsor by mashabl joepiee
2749,917,     new  ubersocial for  iphone now in the app store includes uberguide to  sxsw sponsored by  mashable    fin ly ,1,new ubersoci for iphon now in the app store includ uberguid to sxsw sponsor by mashabl fin ly
2750,7237,checking out mistakes i made building netflix for the iphone at  sxsw      netflixiphone,3,check out mistak i made build netflix for the iphon at sxsw netflixiphon
2751,2818,apple cited as the opposite of crowdsourcing   proprietary  steve jobs tells you what you want  csuitecsourcing  sxsw,0,appl cite as the opposit of crowdsourc proprietari steve job tell you what you want csuitecsourc sxsw
2752,2360,stupid technology  you always fail at important times  at  sxsw w  an iphone  laptop and blackberry and the only thing working is my pen ,0,stupid technolog you alway fail at import time at sxsw w an iphon laptop and blackberri and the onli thing work is my pen
2753,1982,want a chance to win an ipad 2 while you re at  sxsw  visit aquent booth    ,1,want a chanc to win an ipad 2 while you re at sxsw visit aquent booth
2754,8087,the coolest iphone 4   ipad cases at  sxsw  check them out here at  fastcompanygrill  zazzlesxsw  sxswi   ,1,the coolest iphon 4 ipad case at sxsw check them out here at fastcompanygril zazzlesxsw sxswi
2755,4391,bringing my ipad in for surgery  your prayers will be repaid in  sxsw tweets     apple store w  4 others   ,1,bring my ipad in for surgeri your prayer will be repaid in sxsw tweet appl store w 4 other
2756,1360, awesome   google maps   at  sxsw   great job  google ,2,awesom googl map at sxsw great job googl
2757,4643,  nice    article on    android iphone app  sxsw  launch    coming to vip launch party ,1,nice articl on android iphon app sxsw launch come to vip launch parti
2758,5087,      this is insane    even more of a reason to go to sxsw  sxsw  appletogo,1,thi is insan even more of a reason to go to sxsw sxsw appletogo
2759,1413, sxsw  2    gamification   ipad  design  mobile  banking    marketing 2 0    artikelen  dossiers  events  mediapers,1,sxsw 2 gamif ipad design mobil bank market 2 0 artikelen dossier event mediap
2760,8769,if you havent already  download the  free   sxsw music sampler from itunes    itunes link   it  good ,2,if you havent alreadi download the free sxsw music sampler from itun itun link it good
2761,5656,    day 4  sxswi wrap up with tracy shea   and rick and bobby liebling        sxsw  hotsheet,1,day 4 sxswi wrap up with traci shea and rick and bobbi liebl sxsw hotsheet
2762,4741,i just lent marc ecko my apple remote   beprepared  sxsw  fb,1,i just lent marc ecko my appl remot beprepar sxsw fb
2763,983,apple has opened a makeshift store for  sxsw  ipad2 will be available at 5pm today     tempted,2,appl ha open a makeshift store for sxsw ipad2 will be avail at 5pm today tempt
2764,2633,what  the best site for registering viewing unofficial  sxsw events  want to publicize this non  sxswi  archives event  ,1,what the best site for regist view unoffici sxsw event want to public thi non sxswi archiv event
2765,7785,  rt  new  ubersocial for  iphone now in the app store includes uberguide to  sxsw sponsored by  mashable  ,1,rt new ubersoci for iphon now in the app store includ uberguid to sxsw sponsor by mashabl
2766,6438,    people in this session are taking photos with their ipad 2s up in the air     doingitwrong  sxsw,1,peopl in thi session are take photo with their ipad 2s up in the air doingitwrong sxsw
2767,7431,apple temporarily opening store in austin for  sxsw ,1,appl temporarili open store in austin for sxsw
2768,1351,z8  first zlf assignment     codes valid     a   11   infektd  sxsw  zlf,1,z8 first zlf assign code valid a 11 infektd sxsw zlf
2769,965,thats the one i want to get when it hits canada rt    sxsw ipad store sold out of everything except 64gig wifi only white,1,that the one i want to get when it hit canada rt sxsw ipad store sold out of everyth except 64gig wifi onli white
2770,3412,having a hard time tweeting and using iphone here at  sxsw  using ipad and it  much better   hisxsw,2,have a hard time tweet and use iphon here at sxsw use ipad and it much better hisxsw
2771,523, win free ipad 2 from webdoc com  sxsw rt ,1,win free ipad 2 from webdoc com sxsw rt
2772,4722,i dont know why you would do original content only for anything in today  world  and the ipad 2 is better    barry diller  sxsw,2,i dont know whi you would do origin content onli for anyth in today world and the ipad 2 is better barri diller sxsw
2773,1336,what  up with this  pop up apple store  coming to 6th street and south congress for  sxsw  atx,1,what up with thi pop up appl store come to 6th street and south congress for sxsw atx
2774,2983,maybe someone that gets the  ipad2 at  sxsw will hand me their old ipad instead of throwing it away,2,mayb someon that get the ipad2 at sxsw will hand me their old ipad instead of throw it away
2775,5920,    google unveiled new data visualization tool  open source   is it based on gapminder   bavcid  sxsw  pic    ,1,googl unveil new data visual tool open sourc is it base on gapmind bavcid sxsw pic
2776,1206, sxsw pro tip  remove access to corporate twitter account from iphone by 4pm each day ,1,sxsw pro tip remov access to corpor twitter account from iphon by 4pm each day
2777,8584,google hotpot demo at  sxsw seems a whole lot like  yelp to me  innovate or not be left outa game  they show heat maps2  ,1,googl hotpot demo at sxsw seem a whole lot like yelp to me innov or not be left outa game they show heat maps2
2778,8905,we see a white ipad 2  rt   now you know what   apartment at  sxsw looks like    needs more wires  ,2,we see a white ipad 2 rt now you know what apart at sxsw look like need more wire
2779,1155,audioboo  the front of the apple ipad 2 queue    sxsw  sxswsa  apple  ipad2  austin  texas,1,audioboo the front of the appl ipad 2 queue sxsw sxswsa appl ipad2 austin texa
2780,1636,    they re growing by 1 0  users a week  let  hope they make an android app for     sake   sxsw,1,they re grow by 1 0 user a week let hope they make an android app for sake sxsw
2781,4151,and how clever that the ipad2 comes out the first day of  sxsw with a pop up apple store right indoor town austin  clever ,2,and how clever that the ipad2 come out the first day of sxsw with a pop up appl store right indoor town austin clever
2782,13,gotta love this  sxsw google calendar featuring top parties  show cases to check out   rt   via     http    ,2,got ta love thi sxsw googl calendar featur top parti show case to check out rt via http
2783,5469,    apple sets up temporary austin store to serve the hordes of ipad 2 purchasers at  sxsw  ,1,appl set up temporari austin store to serv the hord of ipad 2 purchas at sxsw
2784,7763, jealous rt   line for apple  ipad 2 popup store is already wrapping around the block   sxsw   ,1,jealou rt line for appl ipad 2 popup store is alreadi wrap around the block sxsw
2785,4109,will google reveal a new social network called circles   google  facebook  twitter  sxsw   via  ,1,will googl reveal a new social network call circl googl facebook twitter sxsw via
2786,3025,great interview to   on bloomberg tv about  ipad2 to kick off  sxsw  apple  ,2,great interview to on bloomberg tv about ipad2 to kick off sxsw appl
2787,7495,google maps used to provide common reference points and printed for fast paced on the ground reactions  arabspring  sxsw,3,googl map use to provid common refer point and print for fast pace on the ground reaction arabspr sxsw
2788,1609,nice  rt   knitted staircase in attendance at  sxsw party tomo 7pm hosted by        ,1,nice rt knit staircas in attend at sxsw parti tomo 7pm host by
2789,6783,so   thinks i may have coined a new term   apptrophy   it  what happens to unused iphone apps  they have disuse apptrophy   sxsw,1,so think i may have coin a new term apptrophi it what happen to unus iphon app they have disus apptrophi sxsw
2790,4863,heading to lunch   b d  ridley    for a refresh austin welcome lunch    sxsw event ,1,head to lunch b d ridley for a refresh austin welcom lunch sxsw event
2791,7518,david carr  nyt  is in austin giving a drunken interview on cnn  he wants an app to transport him around nyc while he sits on his ipad  sxsw,1,david carr nyt is in austin give a drunken interview on cnn he want an app to transport him around nyc while he sit on hi ipad sxsw
2792,5952,    groups were challenged with coming up with an iphone app to solve their parenting start up issues  sxsw,1,group were challeng with come up with an iphon app to solv their parent start up issu sxsw
2793,4099,the  google name was built on gettinng stuff out there and trying it with users to see what works   marissagoogle  sxsw,2,the googl name wa built on gettinng stuff out there and tri it with user to see what work marissagoogl sxsw
2794,4523,is the tandy 100 the great grandfather of the ipad   u tell me     sxswi  sxsw,1,is the tandi 100 the great grandfath of the ipad u tell me sxswi sxsw
2795,7430,if apple pops up a store for an event like sxsw  u think at t could at least put up an extra friggen tower   sxsw,1,if appl pop up a store for an event like sxsw u think at t could at least put up an extra friggen tower sxsw
2796,2902, sxsw havent trend this time because of the tsunami  the ipad 2 did though ,3,sxsw havent trend thi time becaus of the tsunami the ipad 2 did though
2797,5126,      google to launch major new social network called circles  possibly today    sxsw,1,googl to launch major new social network call circl possibl today sxsw
2798,4320,haha rt   i will bet there  a lot of nerds at  sxsw using the  iphone light saber app in barroom brawls instead of their fists ,2,haha rt i will bet there a lot of nerd at sxsw use the iphon light saber app in barroom brawl instead of their fist
